"","ea_id","id.x","Date.submitted.x","Last.page.x","Start.language.x","Date.started.x","Date.last.action.x","referrer_url.x","heard_ea.x","is_ea.x","metaethics.x","cause_import_poverty.x","cause_import_environmentalism.x","cause_import_rationality.x","cause_import_politics.x","cause_import_ai.x","cause_import_non_ai_far_future.x","cause_import_cause_prioritization.x","cause_import_meta.x","cause_import_other.x","veg.x","first_heard_EA.x","involved_80K.x","involved_TLYCS.x","involved_lesswrong.x","involved_GWWC.x","involved_givewell.x","involved_online_ea.x","involved_local_EA.x","donate_80K.x","donate_amf.x","donate_ace.x","donate_cea.x","donate_cfar.x","donate_dtw.x","donate_gd.x","donate_gw.x","donate_gwwc.x","donate_thl.x","donate_leverage.x","donate_miri.x","donate_phc.x","donate_sci.x","donate_vo.x","Would.you.like.to.give.any.additional.information.about.your.donation.plans.above..x","career_path.x","age.x","gender.x","student.x","country.x","city.x","religion.x","Group.time..You.and.EA.x","donate_2013_c","id.y","Date.submitted.y","Last.page.y","Start.language.y","Date.started.y","Date.last.action.y","referrer_url.y","heard_ea.y","is_ea.y","metaethics.y","cause_import_poverty.y","cause_import_environmentalism.y","cause_import_rationality.y","cause_import_politics.y","cause_import_ai.y","cause_import_non_ai_far_future.y","cause_import_cause_prioritization.y","cause_import_meta.y","cause_import_other.y","veg.y","first_heard_EA.y","involved_80K.y","involved_TLYCS.y","involved_lesswrong.y","involved_GWWC.y","involved_givewell.y","involved_online_ea.y","involved_local_EA.y","donate_80K.y","donate_amf.y","donate_ace.y","donate_cea.y","donate_cfar.y","donate_dtw.y","donate_gd.y","donate_gw.y","donate_gwwc.y","donate_thl.y","donate_leverage.y","donate_miri.y","donate_phc.y","donate_sci.y","donate_vo.y","Would.you.like.to.give.any.additional.information.about.your.donation.plans.above..y","career_path.y","age.y","gender.y","student.y","country.y","city.y","religion.y","Group.time..You.and.EA.y","donate_2014_c"
"11","30ca5040c569c437ad64557e4b4eb21a",1948,"2014-07-01T14:46:07Z",5,"en","2014-07-01T14:39:17Z","2014-07-01T14:46:07Z","http://survey.effectivealtruismhub.com/?tf~c","Yes","Yes","Other","Yes","No","No","No","No","No","No","Yes","","Vegan","The Life You Can Save","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","","Other","21","Male","Yes","United States","Durango","Other",52.56,1335,"2673","2016-01-26 20:50:46","9","en","2016-01-26 20:28:29","2016-01-26 20:50:46","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=local-groups-facebook-group","Yes","Yes","Realism","This cause is the top priority","Not considered/Not at all sure","This cause deserves significant investment but less than the top priorities",NA,"This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is the top priority","This cause is near the top priority",NA,"Vegan","The Life You Can Save","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,"22","Male","Yes","United States","Other","Atheist, agnostic or non-religious","50.38",1812.74
"12","320359933e79503cde30961d0e4732e3",2704,NA,2,"en","2015-02-03T12:58:16Z","2015-02-03T13:04:43Z","http://survey.effectivealtruismhub.com/?s=t-eaf-030115","Yes","Yes","Consequentialist/utilitarian","No","No","No","No","Yes","Yes","Yes","Yes","","Vegan","Friend","No","No","No","No","No","Yes","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","","","",166.88,NA,"2332","2015-12-15 09:51:38","9","en","2015-12-15 09:09:42","2015-12-15 09:51:38",NA,"Yes","Yes",NA,"This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is the top priority",NA,"Vegan","Personal Contact (e.g. Friend, Colleague, Relative)","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Direct charity/non-profit work","29","Female","No","USA","Other","Atheist, agnostic or non-religious","88.97",3907
"13","3327680c2557a8a94f503d1ed26a8922",2845,NA,2,"en","2015-05-01T04:39:33Z","2015-05-01T04:42:13Z","http://survey.effectivealtruismhub.com/","Yes","Yes","Consequentialist/utilitarian","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","","Near vegetarian","Other","No","No","No","No","Yes","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","","","",93.08,NA,"119","2015-11-03 23:25:54","9","en","2015-11-03 22:44:53","2015-11-03 23:25:54","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Yes",NA,"This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"Vegetarian","Other (please specify in the comment box)","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","My 10% GWWC pledge is currently going to Global Poverty and results of Giving Games I run (poverty/animal/environmental). I am offsetting my lifetime carbon emissions through CoolEarth (as McAskill suggests in his book)","None of these","36","Female","No","New Zealand","Vancouver (CA)","Atheist, agnostic or non-religious","76.48",NA
"14","36a5465f01cb0af7f140e74990bc7c36",2650,NA,2,"en","2015-01-06T09:41:32Z","2015-01-06T09:47:30Z","http://survey.effectivealtruismhub.com/?s=t-eaf-030115","Yes","Yes","No opinion, or not familiar with these terms","Yes","No","No","Yes","Yes","No","Yes","Yes","","Meat-eating","TED Talk (Peter Singer)","No","No","No","Yes","Yes","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","N/A","","","",150.12,NA,"2460","2016-01-02 17:19:32","9","en","2016-01-02 17:01:31","2016-01-02 17:19:31",NA,"Yes","Yes",NA,"This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"Eat meat, but try to reduce the amount I eat","TED Talk","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No",NA,"Earning to give","25","Male","No","USA","Other","Christian","47.83",16250
"15","3c01dff45e92c5c80d9caf47b991c527",1848,"2014-06-14T10:37:06Z",5,"en","2014-06-14T10:27:26Z","2014-06-14T10:37:06Z","http://survey.effectivealtruismhub.com/?tf~c","Yes","Yes","Consequentialist/utilitarian","Yes","Yes","No","No","No","No","No","Yes","","Near vegetarian","Giving What We Can","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","Earning to Give","28","Male","No","Sweden","Uppsala","Atheist, agnostic or non-religious",89.56,1619.89,"2973","2016-02-05 02:52:04","9","en","2016-02-05 02:39:25","2016-02-05 02:52:04",NA,"Yes","Yes",NA,"This cause is the top priority","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it",NA,"Eat meat, but try to reduce the amount I eat","Giving What We Can","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,"Earning to give","30","Male","No","Sweden","Other","Atheist, agnostic or non-religious","74.35",2211.22
"16","4340799ec4c3045ff00fce4088eaa7db",1714,"2014-06-09T03:25:35Z",5,"en","2014-06-09T03:10:43Z","2014-06-09T03:25:35Z","http://survey.effectivealtruismhub.com/?rockstar","No","No","No opinion, or not familiar with these terms","Yes","Yes","Yes","Yes","No","No","No","No","Free and Open Source Software","Reducing the amount of meat I eat","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Direct charity/non-profit work","43","Male","No","France","Colombes (near Paris)","Christian",168.52,258.26,"3253","2016-02-16 16:20:11","9","en","2016-02-16 15:59:04","2016-02-16 16:20:11",NA,"No","No",NA,"This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think any EA resources should be devoted to this cause","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","Eat meat, but try to reduce the amount I eat","Other (please specify in the comment box)","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","What if I donate time because I work on Open Source / Free Software during my spare time?","Direct charity/non-profit work","45","Male","No","France","Other",NA,"135.03",554.6
"17","43de19bf6ddd69bf181545099378fcf9",1652,"2014-06-05T17:18:54Z",5,"en","2014-06-05T16:55:14Z","2014-06-05T17:18:54Z","http://survey.effectivealtruismhub.com/?tfc","Yes","Yes","Consequentialist/utilitarian","Yes","Yes","No","Yes","No","Yes","No","Yes","","Reducing the amount of meat I eat","Giving What We Can","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","I will probably be making a donation of £5000 to promote effective altruism and £9900 to fight global poverty within the next few months.","Other","23","Male","Yes","United Kingdom","Leeds","Atheist, agnostic or non-religious",299.29,1574.59,"2956","2016-02-04 09:17:52","9","en","2016-02-04 08:38:41","2016-02-04 09:17:52",NA,"Yes","Yes",NA,"This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure","Eat meat, but try to reduce the amount I eat","Giving What We Can","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No",NA,NA,"25","Male","Yes","UK","London (UK)","Atheist, agnostic or non-religious","320.34",12926.69
"18","448a400df3ea1efcf8d3e3c7286755a2",2694,"2015-01-29T12:15:40Z",5,"en","2015-01-29T09:12:01Z","2015-01-29T12:15:40Z","http://survey.effectivealtruismhub.com/?s=t-eaf-030115","Yes","Yes","Other","Yes","No","No","Yes","No","Yes","Yes","Yes","Improving medicine","Vegetarian","Friend","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","I'm doing this with my whole family, so they should get at least equal credit but they're less happy talking about it.","Other","26","Male","No","United Kingdom","Oxford","Other",186.94,NA,"1623","2015-12-02 15:50:33","9","en","2015-12-02 15:14:31","2015-12-02 15:50:33","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=EAF","Yes","Yes","Other","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","Pescetarian","Personal Contact (e.g. Friend, Colleague, Relative)","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No",NA,NA,"27","Male","No","UK","Oxford (UK)","Christian","128.39",7897.2
"19","45a3a4c7705de736c8967419fd3eee6a",1862,"2014-06-16T15:08:14Z",5,"en","2014-06-16T14:59:10Z","2014-06-16T15:08:14Z","http://survey.effectivealtruismhub.com/?s=14","No","No","Other","No","No","No","No","No","No","No","No","remove monetarism","Meat-eating","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","'twould be nice to abandon centering everything around money and change to sustainable community. however, all good things attract parasites.","Other","66","Male","No","United Kingdom","brighton","Atheist, agnostic or non-religious",43.92,647.96,"2977","2016-02-05 14:01:35","9","en","2016-02-05 13:48:40","2016-02-05 14:01:35",NA,"Yes","Yes",NA,"This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause is the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it",NA,"This cause deserves significant investment but less than the top priorities",NA,"Meat eater","LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"None of these","67","Male","No","UK","Other","Atheist, agnostic or non-religious","52.99",NA
"20","48333a835c2af509824ee30dcc2b1ac6",2865,"2015-05-08T06:58:54Z",5,"en","2015-05-08T06:50:44Z","2015-05-08T06:58:54Z","http://survey.effectivealtruismhub.com/","Yes","N/A","Other","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","preserving rights of tribal peoples, aka Survival International","Near vegetarian","Facebook","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","","Research","29","Female","Yes","United States","Lawrence, KS","Other",57.18,12,"3189","2016-02-15 22:15:46","9","en","2016-02-15 22:07:54","2016-02-15 22:15:46",NA,"Yes","Yes","Other","This cause is the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority",NA,"Eat meat, but try to reduce the amount I eat","Facebook","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"Research","30","Female","Yes","USA","Other","Buddhist","33.55",NA
