"","ea_id","id.x","is_ea.x","age.x","metaethics.x","cause_import_poverty.x","cause_import_environmentalism.x","cause_import_rationality.x","cause_import_politics.x","cause_import_ai.x","cause_import_non_ai_far_future.x","cause_import_cause_prioritization.x","cause_import_meta.x","cause_import_other.x","first_heard_EA.x","involved_80K.x","involved_TLYCS.x","involved_lesswrong.x","involved_GWWC.x","involved_givewell.x","involved_online_ea.x","involved_local_EA.x","donate_80K.x","donate_amf.x","donate_ace.x","donate_cea.x","donate_cfar.x","donate_dtw.x","donate_gd.x","donate_gw.x","donate_gwwc.x","donate_thl.x","donate_leverage.x","donate_miri.x","donate_phc.x","donate_sci.x","donate_vo.x","student.x","career_path.x","referrer_url.x","heard_ea.x","gender.x","religion.x","country.x","city.x","veg.x","cause_import_animal_welfare.x","involved_personal_contact.x","donate_2013_c","income_2013_c","id.y","is_ea.y","age.y","metaethics.y","cause_import_poverty.y","cause_import_environmentalism.y","cause_import_rationality.y","cause_import_politics.y","cause_import_ai.y","cause_import_non_ai_far_future.y","cause_import_cause_prioritization.y","cause_import_meta.y","cause_import_other.y","first_heard_EA.y","involved_80K.y","involved_TLYCS.y","involved_lesswrong.y","involved_GWWC.y","involved_givewell.y","involved_online_ea.y","involved_local_EA.y","donate_80K.y","donate_amf.y","donate_ace.y","donate_cea.y","donate_cfar.y","donate_dtw.y","donate_gd.y","donate_gw.y","donate_gwwc.y","donate_thl.y","donate_leverage.y","donate_miri.y","donate_phc.y","donate_sci.y","donate_vo.y","student.y","career_path.y","referrer_url.y","heard_ea.y","gender.y","religion.y","country.y","city.y","veg.y","cause_import_animal_welfare.y","involved_personal_contact.y","donate_2014","income_2014"
"11","30ca5040c569c437ad64557e4b4eb21a",1948,"Yes","21","Other","Yes","No","No","No","No","No","No","Yes","","The Life You Can Save","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Other","http://survey.effectivealtruismhub.com/?tf~c","Yes","Male","Other","United States","Durango","Vegan","Yes","Yes",1335,"1000","2673","Yes","22","Realism","This cause is the top priority","Not considered/Not at all sure","This cause deserves significant investment but less than the top priorities",NA,"This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is the top priority","This cause is near the top priority",NA,"The Life You Can Save","No","Yes","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=local-groups-facebook-group","Yes","Male","Atheist, agnostic or non-religious","United States","Other","Vegan","This cause is near the top priority","No","1812.74","21687.58"
"12","320359933e79503cde30961d0e4732e3",2704,"Yes","","Consequentialist/utilitarian","No","No","No","No","Yes","Yes","Yes","Yes","","Friend","No","No","No","No","No","Yes","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","http://survey.effectivealtruismhub.com/?s=t-eaf-030115","Yes","","","","","Vegan","Yes","Yes",NA,"","2332","Yes","29",NA,"This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is the top priority",NA,"Personal Contact (e.g. Friend, Colleague, Relative)","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Direct charity/non-profit work",NA,"Yes","Female","Atheist, agnostic or non-religious","USA","Other","Vegan","This cause is near the top priority","Yes","3907","58000"
"13","3327680c2557a8a94f503d1ed26a8922",2845,"Yes","","Consequentialist/utilitarian","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","","Other","No","No","No","No","Yes","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","http://survey.effectivealtruismhub.com/","Yes","","","","","Near vegetarian","Yes","No",NA,"","119","Yes","36",NA,"This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"Other (please specify in the comment box)","No","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","None of these","http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes","Female","Atheist, agnostic or non-religious","New Zealand","Vancouver (CA)","Vegetarian","This cause is near the top priority","No","5000","8000"
"14","36a5465f01cb0af7f140e74990bc7c36",2650,"Yes","","No opinion, or not familiar with these terms","Yes","No","No","Yes","Yes","No","Yes","Yes","","TED Talk (Peter Singer)","No","No","No","Yes","Yes","No","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","http://survey.effectivealtruismhub.com/?s=t-eaf-030115","Yes","","","","","Meat-eating","Yes","No",NA,"","2460","Yes","25",NA,"This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"TED Talk","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Earning to give",NA,"Yes","Male","Christian","USA","Other","Eat meat, but try to reduce the amount I eat","This cause is near the top priority","No","16250","68000"
"15","3c01dff45e92c5c80d9caf47b991c527",1848,"Yes","28","Consequentialist/utilitarian","Yes","Yes","No","No","No","No","No","Yes","","Giving What We Can","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Earning to Give","http://survey.effectivealtruismhub.com/?tf~c","Yes","Male","Atheist, agnostic or non-religious","Sweden","Uppsala","Near vegetarian","No","Yes",1619.89,"GB £ 5000","2973","Yes","30",NA,"This cause is the top priority","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it",NA,"Giving What We Can","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Earning to give",NA,"Yes","Male","Atheist, agnostic or non-religious","Sweden","Other","Eat meat, but try to reduce the amount I eat","This cause deserves significant investment but less than the top priorities","Yes","1680",NA
"16","4340799ec4c3045ff00fce4088eaa7db",1714,"No","43","No opinion, or not familiar with these terms","Yes","Yes","Yes","Yes","No","No","No","No","Free and Open Source Software","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Direct charity/non-profit work","http://survey.effectivealtruismhub.com/?rockstar","No","Male","Christian","France","Colombes (near Paris)","Reducing the amount of meat I eat","No","N/A",258.26,"55000 euros","3253","No","45",NA,"This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think any EA resources should be devoted to this cause","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","Other (please specify in the comment box)","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Direct charity/non-profit work",NA,"No","Male",NA,"France","Other","Eat meat, but try to reduce the amount I eat","I do not think this is a priority, but I am glad some EAs are looking into it","No","500","60000"
"17","43de19bf6ddd69bf181545099378fcf9",1652,"Yes","23","Consequentialist/utilitarian","Yes","Yes","No","Yes","No","Yes","No","Yes","","Giving What We Can","No","No","No","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","Other","http://survey.effectivealtruismhub.com/?tfc","Yes","Male","Atheist, agnostic or non-religious","United Kingdom","Leeds","Reducing the amount of meat I eat","No","Yes",1574.59,"£8215.45","2956","Yes","25",NA,"This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","Not considered/Not at all sure","Giving What We Can","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes",NA,NA,"Yes","Male","Atheist, agnostic or non-religious","UK","London (UK)","Eat meat, but try to reduce the amount I eat","I do not think this is a priority, but I am glad some EAs are looking into it","Yes","9821.22",NA
"18","448a400df3ea1efcf8d3e3c7286755a2",2694,"Yes","26","Other","Yes","No","No","Yes","No","Yes","Yes","Yes","Improving medicine","Friend","No","No","No","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Other","http://survey.effectivealtruismhub.com/?s=t-eaf-030115","Yes","Male","Other","United Kingdom","Oxford","Vegetarian","No","Yes",NA,"£17000","1623","Yes","27","Other","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","Personal Contact (e.g. Friend, Colleague, Relative)","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=EAF","Yes","Male","Christian","UK","Oxford (UK)","Pescetarian","This cause is near the top priority","Yes","6000","38000"
"19","45a3a4c7705de736c8967419fd3eee6a",1862,"No","66","Other","No","No","No","No","No","No","No","No","remove monetarism","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Other","http://survey.effectivealtruismhub.com/?s=14","No","Male","Atheist, agnostic or non-religious","United Kingdom","brighton","Meat-eating","No","N/A",647.96,"20000GBP","2977","Yes","67",NA,"This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause is the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it",NA,"This cause deserves significant investment but less than the top priorities",NA,"LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","None of these",NA,"Yes","Male","Atheist, agnostic or non-religious","UK","Other","Meat eater","I do not think this is a priority, but I am glad some EAs are looking into it","No",NA,"32000"
"20","48333a835c2af509824ee30dcc2b1ac6",2865,"N/A","29","Other","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","preserving rights of tribal peoples, aka Survival International","Facebook","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Research","http://survey.effectivealtruismhub.com/","Yes","Female","Other","United States","Lawrence, KS","Near vegetarian","Yes","No",12,"not much - grad student","3189","Yes","30","Other","This cause is the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority",NA,"Facebook","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Research",NA,"Yes","Female","Buddhist","USA","Other","Eat meat, but try to reduce the amount I eat","This cause is near the top priority","No",NA,NA
"21","4e4caefeac2dcd6b60a21d8796e1da70",1869,"Yes","24","Consequentialist/utilitarian","Yes","No","No","No","No","No","No","No","","Friend","Yes","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Earning to Give","http://survey.effectivealtruismhub.com/","Yes","Male","Atheist, agnostic or non-religious","United Kingdom","London","Near vegetarian","No","No",1943.27,"43000 Gbp","2478","Yes","26","Anti-realism (error theory)","This cause is the top priority","This cause deserves significant investment but less than the top priorities","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","I do not think this is a priority, but I am glad some EAs are looking into it","I do not think this is a priority, but I am glad some EAs are looking into it","This cause is near the top priority","This cause deserves significant investment but less than the top priorities",NA,"Local EA group","No","No","No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=LLonE","Yes","Male","Atheist, agnostic or non-religious","UK","London (UK)","Vegetarian","This cause deserves significant investment but less than the top priorities","No","10000","56000"
"22","58ad35520f10359927643a07a4ffc386",2162,"Yes","22","Consequentialist/utilitarian","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Whichever of the above is calculated to maximize utility, most are pretty good strategies.","TED Talk (Peter Singer)","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Earning to Give","http://survey.effectivealtruismhub.com/","Yes","Male","Atheist, agnostic or non-religious","United States","Westminster, Maryland","Other","Yes","Yes",20,"US $200","251","Yes","23","Realism","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"TED Talk","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes",NA,"Atheist, agnostic or non-religious","USA","Washington DC (US)","Vegan","This cause deserves significant investment but less than the top priorities","No",NA,"6000"
"23","58ad35520f10359927643a07a4ffc386",2919,"Yes","23","Consequentialist/utilitarian","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","TED Talk (Peter Singer)","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Other","http://survey.effectivealtruismhub.com/","Yes","Male","Atheist, agnostic or non-religious","United States","College Park","Other","Yes","Yes",NA,"$0","251","Yes","23","Realism","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"TED Talk","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,"http://survey.effectivealtruismhub.com/index.php/237851/lang-en?source=fbsample","Yes",NA,"Atheist, agnostic or non-religious","USA","Washington DC (US)","Vegan","This cause deserves significant investment but less than the top priorities","No",NA,"6000"
"24","5cb4fa8e826fecca68436335bf759ba4",1465,"No","19","Consequentialist/utilitarian","Yes","Yes","Yes","Yes","No","Yes","No","No","","LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Earning to Give","http://survey.effectivealtruismhub.com/?s=14","Yes","Female","Atheist, agnostic or non-religious","United Kingdom","London","Meat-eating","No","No",0,"0","3216","Yes","21","Realism","This cause is near the top priority","This cause is the top priority","This cause is near the top priority","This cause is near the top priority","This cause deserves significant investment but less than the top priorities","This cause is near the top priority","This cause is near the top priority","This cause is near the top priority",NA,"LessWrong","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Earning to give",NA,"Yes","Male","Atheist, agnostic or non-religious","UK","London (UK)","Eat meat, but try to reduce the amount I eat","I do not think this is a priority, but I am glad some EAs are looking into it","No",NA,"0"
